"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,Video_AllPlacements_Static_Charlie_Long,2024-12-31,2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Charlie_Long,2024-12-31,2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2",2024-12-31,2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Visuals,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,08_Prospecting_Broad,03_Video_Rika_Oct,2024-12-31,2025-03-11,"En curso","Con el presupuesto del conjunto de anuncios",,169,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_UISkills,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_LastCall,Video_AllPlacements_Static,2024-12-31,2024-08-29,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests_Pau_2408,Video_AllPlacements_Static_Pau,2024-12-31,2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_Data,RTG,AverageSalary_DA_EN_RTG_AllPlacements_Carousel,2024-12-31,2023-07-11,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_AIProducts,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Juliette,2024-12-31,2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"RTG - All Leads","BG - Copy 2",2024-12-31,2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,"BG - Copy 3",2024-12-31,2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Data,2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,05_Prospecting_LLA,10_Video_h1UProbablyHeardAI,2024-12-31,2025-04-07,"En curso","Con el presupuesto del conjunto de anuncios",,88,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_FBAudience_Interests_RicaSkript_4v2,Video_AllPlacements_Static,2024-12-31,2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,74,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marta_July2024,2024-12-31,2024-07-26,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3",2024-12-31,2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_DV,"Cloud Computing","New Sales Ad - Copy 2",2024-12-31,2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Charlie_Short,2024-12-31,2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Video 5",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG5,2024-12-31,2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_Broad_EN,08VID_SureAIIsTheFuture,2024-12-31,2025-03-25,"En curso","Con el presupuesto del conjunto de anuncios",,107,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set",AISchool_Python,2024-12-31,2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_DV,IT,"New Sales Ad",2024-12-31,2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - All Leads - Copy","BG - Copy 3",2024-12-31,2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,2024-12-31,2024-08-29,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3",2024-12-31,2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Visuals,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Data,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Video_AllPlacements_Static_Juliette,2024-12-31,2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_MK_EN_ValueProp_01,01_Prospecting_Interests,01_Image_1BG,2024-12-31,2025-01-16,2025-01-31,101,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_QApps_2_Video2,Video_AllPlacements_Static_v2_2,2024-12-31,2024-10-08,"En curso","Con el presupuesto del conjunto de anuncios",,118.5,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2,Video_AllPlacements_Video_BG_Marie,2024-12-31,2024-05-19,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_LLA_BST_2_QApps_2_Elsa_2408,Video_AllPlacements_Static_Elsa,2024-12-31,2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 2",2024-12-31,2023-04-09,"En curso",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Image_AllPlacements_Static_15off,2024-12-31,2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_DataScience_Elsa,2024-12-31,2024-06-11,"En curso",144,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,"New Sales Ad",2024-12-31,2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy",2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+CD - 7.2M","Ad1 - Copy",2024-12-31,2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Video_AllPlacements_Static_Marta_July24,2024-12-31,2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Events_CY_EN_CBO_Zoom_SummerWorkshop,Prospecting_LLA_Apps_Similar2to5,Video_Stories_Static,2024-12-31,2024-08-01,2024-08-14,500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_Azure,Video_AllPlacements_Static_Marta_July24,2024-12-31,2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_QApps_2_Sep24,Video_AllPlacements_Static,2024-12-31,2024-09-13,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_2409,Video_AllPlacements_Static_BG_Rica1_StepByStep,2024-12-31,2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,Prospecting_Broad_LastCallQ4,02_Video_Q4Pau,2024-12-31,2024-12-03,2024-12-20,"Con el presupuesto del conjunto de anuncios",,119,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_LLA_BST_1to2,Video_AllPlacements_Static_Pau_2408,2024-12-31,2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Data,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"LAA - Qapps","BG - Copy 3",2024-12-31,2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Juliette,2024-12-31,2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_AIProducts,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_DV,Ad4,"New Sales Ad",2024-12-31,2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Elsa Extra",BG_AllCourses_EN_Prospecting_AllPlacements_Video_ElsaExtra,2024-12-31,2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - All Leads",Influencer,2024-12-31,2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_DA,"DA + LAA(Qapps) - Web Application",UGC_AllCourses_EN_Prospecting_AllPlacements_ChatGPTLongVersion,2024-12-31,2023-07-13,2023-07-26,100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Visuals - Copy",2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_UISkills,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad",2024-12-31,2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Tonya",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Tonya,2024-12-31,2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2",2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Visuals,2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Data - Copy",2024-12-31,2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_QApps_02_Video4,Video_AllPlacements_Static_v4_2,2024-12-31,2024-10-08,2024-12-20,"Con el presupuesto del conjunto de anuncios",,326,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy",2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,"New Sales Ad",2024-12-31,2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,PPC,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2",2024-12-31,2024-03-18,2024-04-11,1278,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,03_Broad_WhereIHWork,03_Image_WhereIHWork,2024-12-31,2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic -17.9M","Ad1 - Copy",2024-12-31,2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Data - Copy",2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad",2024-12-31,2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_ML,RTG,DataScience_EN_Prospecting_AllPlacements_Video,2024-12-31,2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set",AISchool_AIProducts,2024-12-31,2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy",2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - All Leads",DA_Generic,2024-12-31,2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - Qapps","BG - Copy 3",2024-12-31,2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Marta_July2024,2024-12-31,2024-07-26,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,2024-12-31,2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_Broad_EN,10VID_h2_AITheatOrOpportu,2024-12-31,2025-03-25,"En curso","Con el presupuesto del conjunto de anuncios",,107,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy",2024-12-31,2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests_2409,Video_AllPlacements_Static_BG_Lua,2024-12-31,2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,66.66,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_QApps_02_Video4,Video_AllPlacements_Static_v4_1,2024-12-31,2024-10-08,2024-12-20,"Con el presupuesto del conjunto de anuncios",,326,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_v1h1_2409,2024-12-31,2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-31,2024-12-31
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+JH - 4.6M","Ad1 - Copy 2",2024-12-31,2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-12-31,2024-12-31
